ID,FGM,FGA,FG_pc,3PM,3PA,3P_pc,FTM,FTA,FT_pc,OREB,DREB,REB,AST,STL,BLK,TOV,2PA,2PM,2P_pc
hardeja01,0.8979591836734693,0.9701492537313434,0.2713936430317848,1.0,1.0,0.355,1.0,1.0,0.7490706319702601,0.20930232558139533,0.438095238095238,0.3900709219858156,0.7244897959183674,0.85,0.3103448275862069,0.9347826086956523,0.5082872928176796,0.5591397849462367,0.5186615186615189
bealbr01,0.9489795918367345,1.0,0.29828850855745725,0.6818181818181818,0.6774193548387097,0.353,0.6565656565656567,0.6666666666666666,0.7063197026022304,0.18604651162790697,0.2285714285714285,0.21985815602836883,0.5816326530612245,0.5499999999999999,0.13793103448275865,0.6956521739130436,0.7624309392265192,0.763440860215054,0.40292903741179664
lillada01,0.857142857142857,0.8756218905472637,0.3178484107579461,0.9318181818181817,0.8225806451612903,0.401,0.6767676767676769,0.6491228070175438,0.7918215613382898,0.09302325581395347,0.2761904761904761,0.22695035460992907,0.7755102040816327,0.5,0.10344827586206896,0.5869565217391305,0.5248618784530386,0.5483870967741937,0.45173745173745217
youngtr01,0.8163265306122447,0.8955223880597016,0.25427872860635714,0.7727272727272727,0.7661290322580645,0.36100000000000004,0.7777777777777779,0.7807017543859649,0.7397769516728624,0.09302325581395347,0.2666666666666667,0.22695035460992907,0.9081632653061227,0.5,0.03448275862068966,1.0,0.585635359116022,0.5806451612903226,0.3877746267126798
antetgi01,1.0,0.8407960199004975,0.5378973105134474,0.3181818181818182,0.3790322580645161,0.304,0.6060606060606062,0.8421052631578947,0.3178438661710036,0.48837209302325585,0.9999999999999999,0.8865248226950355,0.5306122448979592,0.45,0.3448275862068966,0.7608695652173915,0.7900552486187845,0.9892473118279572,0.7177606177606177
doncilu01,0.857142857142857,0.8855721393034828,0.3178484107579461,0.6363636363636364,0.717741935483871,0.316,0.6767676767676769,0.7719298245614034,0.5501858736059478,0.27906976744186046,0.6857142857142856,0.5886524822695036,0.8571428571428573,0.45,0.06896551724137932,0.891304347826087,0.6077348066298341,0.6881720430107529,0.5624195624195625
westbru01,0.9693877551020407,0.9800995024875623,0.3398533007334964,0.22727272727272727,0.29838709677419356,0.258,0.48484848484848486,0.5526315789473684,0.5594795539033456,0.3953488372093023,0.5047619047619047,0.4822695035460993,0.6734693877551021,0.75,0.13793103448275865,0.9347826086956523,1.0,1.0000000000000002,0.40368027602070167
leonaka01,0.836734693877551,0.8507462686567163,0.334963325183374,0.5,0.4596774193548387,0.378,0.5959595959595961,0.587719298245614,0.7881040892193306,0.18604651162790697,0.49523809523809514,0.4255319148936171,0.4591836734693879,0.85,0.20689655172413793,0.5217391304347827,0.7458563535911601,0.731182795698925,0.3764478764478769
bookede01,0.8061224489795917,0.7711442786069652,0.3814180929095353,0.45454545454545453,0.4596774193548387,0.354,0.6464646464646466,0.6052631578947368,0.8494423791821563,0.06976744186046512,0.2761904761904761,0.21985815602836883,0.6224489795918368,0.3,0.10344827586206896,0.782608695652174,0.6574585635359116,0.7204301075268819,0.5186615186615187
davisan02,0.7959183673469387,0.7412935323383084,0.4156479217603911,0.2727272727272727,0.282258064516129,0.33,0.6969696969696971,0.7105263157894737,0.7137546468401487,0.511627906976744,0.5809523809523809,0.5815602836879433,0.2857142857142858,0.7,0.7931034482758621,0.5000000000000001,0.7458563535911601,0.795698924731183,0.48461036489205545
